Word,Average Proportion (Comedy),Average Proportion (Thriller)
basketbal,2.3922619140937598e-05,3.029263382601266e-06
liar,4.0089975845595494e-05,3.758575575700018e-05
wouldnt,0.0007654173114614399,0.0006316335340448837
fit,9.410437347930952e-05,8.077610403516223e-05
stop,0.0008546946538939617,0.0008024725829609705
cleaner,1.7330778818448872e-05,2.9307836142189873e-06
paul,7.841146785166516e-05,0.00015710148142155525
execut,3.731353498434436e-05,4.982407368722911e-05
alpha,3.3367107426298253e-06,1.4268141769477637e-05
movement,2.1589668018894493e-05,2.7372886455929536e-05
cheek,3.077324858978722e-05,9.879562022356119e-06
recov,1.671123892487102e-05,2.332063820313713e-05
phillip,4.5849262995430075e-05,8.761493317616034e-06
seem,0.0004618753105780624,0.000404173377358427
leo,2.161491554150451e-05,4.22432212392692e-05
rand,1.735240478301654e-05,8.541314337447257e-07
bright,3.658814520564437e-05,4.822074617480297e-05
moon,5.480967896668723e-05,4.0428466185703376e-05
fallen,2.0068671522753384e-05,2.353082236395631e-05
prayer,2.4478631146148123e-05,1.6499136077110547e-05
betti,9.521353761020977e-05,1.878542674868101e-05
fantast,4.3534328466743354e-05,2.7156490595720253e-05
theyv,0.00011979584441899609,0.0001895835784348629
drove,2.9661958434958e-05,4.57311567671587e-05
turkei,2.2640988689796208e-05,3.138351977039766e-05
modern,3.485625189387251e-05,9.569273201594093e-06
edi,0.0,1.60244342775481e-05
jonah,2.824638428057669e-05,1.1792647520122362e-06
exagger,8.884262037054147e-06,8.385815435188597e-06
mine,0.0003103511879970594,0.000211973722980977
envi,1.1577242110817012e-05,1.041918916153249e-05
big,0.0009354582684816632,0.0006681135757315468
krueger,0.0,6.668337145237848e-05
faster,2.980336598906242e-05,6.171801423096796e-05
alli,3.4661211833180456e-06,1.8159818313010127e-05
fine,0.0006614041223524143,0.0004792182124416287
iraqi,3.8381293548006016e-05,3.6188766033848097e-06
appear,9.071778539950019e-05,8.889518014986075e-05
independ,1.657714305001203e-05,1.6035155683839238e-05
poni,3.27204827858015e-05,1.8148566204248946e-06
invest,3.159469957743308e-05,2.3990754586242238e-05
hooker,3.7798476659264034e-05,2.546303031271097e-05
dictat,1.166167582873609e-05,5.754582988657805e-06
medicin,1.1589833606503008e-05,3.505280853994114e-05
honei,0.00026937234374553744,0.00025120534628408903
shine,1.1827256545533093e-05,8.566155500716118e-05
comedi,3.277209019032406e-05,7.397715408325739e-06
unou,5.887444902358647e-06,1.129698398062405e-05
who,0.002496688769818307,0.0029106137568692837
late,0.00032279919071755023,0.0003346782579026047
boost,7.346286837468421e-06,1.8147769424308434e-05
gentli,1.5718293549412155e-05,6.628665206981033e-06
sun,6.781371251830512e-05,6.28736047951542e-05
dunno,8.775242596971779e-05,5.174992754101856e-05
improv,2.72277900608462e-05,1.806872797713291e-05
chairman,1.2137638261429292e-05,5.661309003470042e-06
honest,0.00012537798799259122,8.278686627718077e-05
shout,1.3227760578066164e-05,4.1384763860625315e-05
invas,0.0,1.5328519446984388e-05
hadnt,7.867202531938347e-05,9.756880066173441e-05
fox,7.674332038850375e-06,1.814824185071074e-05
powder,2.838921545958872e-05,1.3145498917059495e-05
quick,9.634675225539407e-05,8.225183530628017e-05
breaker,3.234997166085001e-05,6.031797556696625e-06
breach,8.747902623966165e-06,1.57801733610481e-05
dope,2.100560410151125e-05,3.731901792906816e-05
frustrat,1.2887106662215165e-05,1.2528181249233335e-05
cent,4.845118704031911e-05,2.1974058894920255e-05
long,0.0007580813572433029,0.0008903841740670362
interest,0.0003054606553171165,0.0003373325434442422
freak,7.520038275247731e-05,6.877526412247552e-05
marsh,1.0807804912661654e-05,4.5680360662406336e-05
maria,7.853740002154857e-06,1.0202263983595972e-05
shhhh,9.286608757916542e-06,1.0167684122646827e-05
cloak,2.7362897394154148e-05,1.8988096245747027e-05
solid,1.8555388118070656e-05,3.30731721408692e-05
id.1,0.000976654370289363,0.0009491043732630435
nobl,1.985342047383684e-05,5.488572762838397e-06
swing,4.1112450831191696e-05,3.197194812154262e-05
evalu,2.129377530263158e-06,1.2280665643759916e-05
member,4.4143295490625296e-05,3.8770921864537557e-05
skunk,1.015902494956767e-05,7.66549908869536e-06
zira,0.0,3.5081725680614346e-05
conduct,1.5215773428497714e-05,2.1111388005531437e-05
buyer,4.1466462324511274e-06,1.0681023348640507e-05
instanc,2.286420718419474e-05,1.4264743020270042e-05
financ,1.7449413515308992e-05,1.808572298258481e-05
protest,7.781801853499248e-06,6.630041631168355e-06
karl,1.8779588674465859e-06,2.015667544823418e-05
dent,3.6821297286917296e-06,1.1998362819393672e-05
jake,2.475731640592481e-06,9.457245109193123e-05
goofi,2.0713764491524057e-05,5.858057453701036e-06
au,5.747937811427648e-06,9.37973175880211e-06
plu,7.649032910964964e-05,6.338483335027089e-05
ahead,0.00018510846370722482,0.0001525831193634726
possess,5.640987342578648e-05,5.08126368753251e-05
prototyp,0.0,2.5371910222785658e-05
whatd,0.00010438507228727759,0.0001145946904821141
road,0.0001054175622689639,0.00011034424418592869
fifti,0.00017242883984099405,0.00012287100021998946
down,0.0013540657604891031,0.0016338865641872414
viciou,1.4956914242330826e-05,8.234238541059072e-06
destin,4.0069926936375935e-06,1.4561531228392818e-05
ride,0.00016866071290838941,0.00015480370006508754
hmm,5.23020596062767e-05,3.8602967748832067e-05
democrat,6.011853851133083e-06,9.946453998500423e-06
daili,1.4553480023696366e-05,1.632981238958017e-05
remov,2.7342371226155274e-05,5.437476961747257e-05
catherin,7.702946509517678e-06,3.080337140716625e-05
unlock,5.128989996443609e-06,8.606743730365005e-06
hot,0.00022718998690834528,0.00014107007007217848
yuh,3.631657777510827e-05,1.9037281502797467e-06
lewi,9.931692291523914e-06,3.2827770650832485e-05
concern,7.529963176247843e-05,0.00010381396726011814
mouth,0.000142922948157253,0.00011836963515621077
didn,2.416885010944135e-05,1.9644615080827427e-05
merci,1.7758012814007534e-05,1.794884749793715e-05
lotta,3.0437584018316543e-05,1.0471659444456723e-05
sacrific,1.3495957942267467e-05,1.1767430507091333e-05
chekov,1.4080144180675939e-05,2.8993538439199577e-05
rock,0.00010012123836050887,7.861319352657384e-05
instead,9.238756531285613e-05,5.9441288913610364e-05
egon,2.2687382379780452e-05,0.0
sank,1.3677278777040602e-05,1.577528214643713e-05
probe,1.8403637944927068e-05,1.461575021332574e-05
pit,1.762543953443534e-05,1.1287974749967933e-05
rest,0.0002596671793673715,0.00026780461687391665
confront,8.12824397542406e-06,1.3138092957501284e-05
magic,6.762680105349436e-05,4.144235702333967e-05
mean,0.0023013791801241054,0.001728636667365697
similar,1.7514331410928955e-05,1.7303595415449136e-05
itd,5.4413626552407513e-05,3.672206919193249e-05
flesh,2.074041582236227e-05,3.4970843270018144e-05
bunch,0.00010024749233659097,7.267790036264365e-05
donut,1.2860768061666919e-05,1.566994666014515e-05
soldier,8.125998014499186e-05,5.016580147182534e-05
dork,1.9059372248465415e-05,6.7249907283388185e-06
short,0.00011253275738394377,7.727787745509345e-05
innoc,6.0135723244451985e-05,8.869081606948626e-05
fight,0.00022374634286245236,0.0002742279785517308
grai,1.5466033798853485e-06,4.007012602776118e-05
bout,9.134272505555716e-05,8.53123755849926e-05
befor,0.000899490393945909,0.0010941129125253655
encount,1.0812082066586466e-05,1.1051186811411163e-05
lombardo,0.0,1.6852358592912238e-05
arriv,4.708019204012239e-05,7.319670492568161e-05
date,0.00027431055824836653,0.00011460281781971014
worn,1.3331335449289304e-05,6.11525824987384e-06
frankenstein,2.9048833301529322e-05,9.044821613502109e-07
budget,2.3935009799808853e-05,1.5810804290223824e-05
gag,1.2556643220765413e-05,1.153945764229977e-05
part,0.00036908453215141955,0.00042205383558522626
forgot,0.00011742747625231842,7.458487399677025e-05
blake,9.975987418660903e-06,2.6449435260513077e-05
himself,0.00013642144458983986,0.000205365965176962
facil,2.7610240356073682e-05,1.4400638146156963e-05
thousand,0.000284164469589585,0.00027508309127618867
frankli,2.6969373002056392e-05,3.0761463065391566e-05
whatcha,9.530144298285713e-06,1.5627057366787984e-05
struggl,1.7718005759364616e-05,1.7643591666735446e-05
lad,3.0977640014494735e-05,1.8857560513272995e-05
a,0.02476845984614536,0.022832992803484
resid,2.1294397402169928e-05,1.6413907194189047e-05
salad,3.0406328859105265e-05,5.3340470857966435e-06
told,0.0007124382381127842,0.0009860092533854393
brother,0.000310055246033001,0.0002770100451227122
rmph,2.4229758686746617e-05,0.0
which,0.00045733850982860273,0.00042526105082242696
philosoph,2.1517850233500013e-05,4.760534789876793e-06
clear,0.00012126374243312783,0.00018858911335734014
cracker,9.746973275137593e-06,7.720711786765402e-06
zavitz,0.0,1.4084818778685232e-05
tell,0.0023438123580121328,0.0025903981457425836
conclus,1.3232211142465175e-05,1.570193167926306e-05
collin,3.0671421122328576e-05,9.004368568854431e-06
shhh,3.1839952860900756e-05,3.119394405789367e-05
tickl,1.636250700665697e-05,2.4542010219565403e-06
delus,3.0655310697332083e-06,2.2427259876975547e-05
ship,0.00011727403382269848,0.0003175501478860962
band,8.527170787878638e-05,2.369055734546708e-05
naiv,1.6510726601816393e-05,5.8202092191892215e-06
sever,5.1082512712648125e-05,7.714601311429789e-05
wreck,1.85112544569391e-05,2.7416054242174283e-05
torch,1.0526805692873057e-05,2.0893734568595778e-05
gym,1.0411664762439976e-05,7.300606553291984e-06
bang,1.5164884557810528e-05,4.671150784874219e-05
man,0.0018233497435440843,0.0017649497278550432
aid,3.987597832165184e-05,1.9616794807289872e-05
purchas,1.832728432215489e-05,1.180975805230211e-05
review,3.01859721758406e-05,1.6705797065583563e-05
lantern,2.039701784572932e-06,1.2444820442350229e-05
new,0.0009793358781142044,0.0009125768776086805
nunez,0.0,9.855723798557805e-06
wish,0.0003652774141802796,0.0002440012338163962
nest,1.681699891994644e-05,3.0426704044453162e-05
fortun,6.533623090234873e-05,5.218636246526076e-05
bud,6.22402882101436e-05,4.188957550344388e-05
excus,0.0003173132205855203,0.00021982637608048352
rattl,8.199824760445864e-06,1.2743220273127427e-05
knight,6.147239238131503e-05,1.7877492050307595e-05
broadwai,9.701985777084211e-06,5.725457178822785e-06
destini,2.619764611323983e-05,1.9034439549288607e-05
smell,0.00012565625730224478,0.00011736695032186774
rick,6.0458965588144357e-05,1.4372889898589873e-05
mommi,5.423653997110752e-05,5.947508938378566e-05
klingon,1.1500780848190227e-05,3.671128059995781e-05
staci,2.0923817095073686e-05,1.3807528429964557e-05
calcul,1.1875540020824447e-05,1.6808082444742614e-05
signific,8.649764318460913e-06,5.722841299424491e-06
arrog,1.2709309749686852e-05,5.92878442177173e-06
mac,3.354845327252614e-05,1.415661298355443e-05
offic,0.000247607676548431,0.0003702533722615916
pitch,3.1032553363526114e-05,1.0724440636261595e-05
detect,3.191726910661955e-05,0.00018187062588307767
hood,1.1900963659781202e-05,1.7558497333362027e-05
relationship,0.00011133708528523444,4.988315224666307e-05
sunshin,1.7506933690932717e-05,2.7643068331599343e-06
arlyn,0.0,1.2499638682318988e-05
gentl,1.4186394024545865e-05,9.502895386581434e-06
heard,0.00037643916858723684,0.0004923156898330776
babe,7.870839308147127e-05,4.3245515823300215e-05
beg,6.852556004633716e-05,4.5286428452765e-05
princess,8.774831706599813e-05,8.967457662087343e-06
memphi,1.4707809528161653e-05,1.5039778935310732e-05
addict,2.2409199931920427e-05,1.8485819920721517e-05
incid,1.9182071784225564e-05,2.8436475573020024e-05
reput,3.8535730133671435e-05,2.6300710962076374e-05
forth,1.1891224393409742e-05,1.5402060946332937e-05
club,9.982010498969964e-05,8.165283173036982e-05
theme,2.80838372335382e-05,2.792488343880591e-06
anthoni,4.7929149721472174e-05,7.4892609957337555e-06
corn,1.5275944050374937e-05,1.097418893402152e-05
suitcas,1.1020567653996994e-05,2.0818572637692848e-05
went,0.0004542528614107384,0.000527167676579251
worthi,8.986504669154887e-06,1.3410418269949138e-05
jessi,2.1587780685233084e-06,1.3401495400709705e-05
announc,3.475452191466842e-05,1.2576196308179095e-05
panic,3.7064335337841855e-05,3.697138782831477e-05
pleasant,3.3994141151874436e-05,1.9726639182602955e-05
bath,4.6450813014448676e-05,3.4143001757016057e-05
pauli,7.966442839690226e-06,7.652450111664978e-06
sampl,1.1532852700409773e-05,3.386870712568608e-05
policeman,1.0684804827390467e-05,2.4530861912285654e-05
co,1.8510342578628572e-05,2.1594534457285232e-05
sonni,3.7514630096270673e-06,3.598728827904811e-05
gave,0.0002712193614830279,0.0002687768686212384
weigh,8.226198533804272e-06,1.2363900137776792e-05
attic,2.5125031311468423e-05,4.3591615566042195e-06
incident,1.634008224186903e-05,7.004280642155696e-06
quarantin,6.610512565923359e-07,2.3170149075285655e-05
got,0.0037181212988470595,0.0037727909503262155
napkin,1.5633807241529322e-05,1.8202903527037972e-06
chair,4.743109597567519e-05,5.235897873677429e-05
grandmoth,3.233871315234737e-05,3.237759269366838e-05
theft,4.088347149829323e-06,1.5707228559980594e-05
disord,9.640042609791728e-06,1.334352645341097e-05
blame,9.047803275308555e-05,8.733039218356203e-05
stronger,2.277144962007666e-05,1.7402311614373418e-05
perform,5.22263868794521e-05,4.2812848093237744e-05
absurd,1.2658155723682535e-05,1.0462633502824472e-05
mitchel,2.095636659024586e-05,4.3346852598262866e-05
cab,3.382197176517652e-05,7.270229610900675e-05
mutant,1.056478524618659e-05,7.853931934927004e-06
corbett,0.0,1.5096276503400001e-05
travi,7.842340185980451e-06,2.1443776130594934e-05
erica,1.7927880035980452e-05,1.7861193520670886e-06
pressur,4.765794699609699e-05,4.335394299327595e-05
larg,4.4667896210917264e-05,6.848727036657406e-05
toddi,0.0,2.3721204681379327e-05
gum,2.969993594834845e-05,7.2707859251565406e-06
trap,7.012657704380678e-05,6.89976343327979e-05
twelv,9.079487844439982e-05,0.00010086717316839978
treatment,1.5066891235307518e-05,8.943254862931023e-06
xrai,6.896029610957143e-06,1.4791720195404633e-05
callin,1.2417952266929901e-05,7.278626137579342e-06
rope,1.9603980998474265e-05,4.759474978882109e-05
japan,1.0408021552787217e-05,1.3349736990268354e-05
pot,2.413730703855564e-05,1.3707336391336477e-05
method,1.1693052047942104e-05,1.7511681045497462e-05
enter,5.004985470160464e-05,8.342631181175106e-05
confess,5.11456092716823e-05,4.1897240635607586e-05
killer,5.439146393394712e-05,0.00019996713411197007
constantli,9.9457561675797e-06,5.280940988024895e-06
scar,4.975339125793233e-06,5.2932437346626586e-05
concert,2.2871230474987973e-05,8.01540512659325e-06
thirteen,2.0397234457002252e-05,1.715476109638947e-05
debbi,5.324255913415338e-05,1.878373603815401e-05
knot,1.3927785336071282e-05,1.9092463864429106e-05
pension,7.733189512161654e-06,1.0638442156381435e-05
bob,0.0002153529725060065,4.7196622033375526e-05
home,0.000770575464581918,0.0006514787322786882
walt,2.80089017644164e-05,1.399637389015485e-05
troi,6.23308040472406e-06,9.987750909422803e-06
argument,2.2826236710410382e-05,4.620330373710717e-05
desper,6.398397344242388e-05,3.153696379882236e-05
jeremi,2.8404975415488723e-06,1.4869153136423206e-05
epp,2.558752903200376e-05,1.3542737918396203e-05
havent,0.0004602141738542557,0.00047946405875794683
ugh,9.335322220117294e-06,6.288338209883966e-06
dewei,3.3960239351766918e-06,3.4696615166390295e-05
dumb,6.416342229546975e-05,7.198867218021371e-05
deputi,3.366129972969173e-06,7.346107714854473e-05
phone,0.0002351835376952269,0.0003794643863947363
worf,0.0,2.788520472281139e-05
spook,3.5599464408255335e-06,3.892476146626628e-05
avenu,1.5168064611653192e-05,1.358672993261074e-05
hm,3.990758327077805e-05,1.2603060079532069e-05
keep,0.0007598312517909362,0.0009928319565542922
happen,0.000981692371498282,0.0014595209645187543
plane,0.00013780077339293605,0.00018719998753313164
cartel,1.493009728451128e-06,9.776609925529957e-06
brush,1.367042385407591e-05,1.1314161966830803e-05
betrai,2.363057424741768e-05,2.465973709602278e-05
geez,2.6675297627567666e-05,1.8095616597837555e-05
spark,1.0395663631890226e-05,7.38199007115654e-06
tryin,2.262781551299381e-05,1.7742783751385224e-05
injur,1.017118971655775e-05,1.8780936205672996e-05
lauren,3.3651398324030075e-06,3.6696542698307594e-05
jam,7.619640578637504e-05,2.325284965943713e-05
jill,2.60120982268797e-06,1.2766745182149367e-05
mikei,3.508798320312331e-05,2.812328456729958e-06
cocain,5.819213979164662e-06,3.001601894088821e-05
drop,0.00015288400630155704,0.00025969876747327156
harri,0.0001226882969824188,0.0001861368886899736
paus,8.787034245796993e-06,8.678033167818988e-06
space,9.293005051190162e-05,0.00011921837081844898
sound,0.0003715994963804936,0.00040774864340569156
julia,3.0698925685869927e-05,2.6437966697662445e-05
warehous,3.744549265030075e-06,1.7023518417890287e-05
remark,2.0866899902002765e-05,2.4035369095716877e-05
rum,6.183475364152461e-06,1.823967435804304e-05
snap,2.8338590985208273e-05,2.554608535912954e-05
meantim,1.2289429901766292e-05,2.0219119224596203e-05
candi,1.6858082245817294e-05,2.4581459276801873e-05
proper,2.138917199169607e-05,1.3846130426941343e-05
realist,1.681937937118722e-05,1.0884000587481882e-05
arthur,4.783403511484509e-05,8.372717683681012e-06
sh,1.4114823930330074e-05,7.1503284948050635e-06
survivor,1.6303969733018044e-05,2.0706512907027436e-05
teeth,4.9321437836513245e-05,4.27192756294135e-05
de,6.56336443842218e-05,4.585134146500465e-05
sens,0.00019240007532292703,0.00020196651896467173
maneuv,9.402092604063514e-06,1.2882158502626583e-05
poetri,2.5597002834764493e-05,1.0066685889170043e-05
overnight,1.4438149401351126e-05,1.4874061218020674e-05
